#YYYY MM DD HH MM P(mm) PET(mm)
2016 12 25 05 00 0.0 0.0
2016 12 25 06 00 1.016 0.0
2016 12 25 07 00 0.254 0.0001
2016 12 25 08 00 0.254 0.004
2016 12 25 09 00 0.254 0.0101
2016 12 25 10 00 0.254 0.0226
2016 12 25 11 00 8.89 0.0255
2016 12 25 12 00 0.254 0.0444
2016 12 25 13 00 0.254 0.0523
2016 12 25 14 00 3.302 0.3345
2016 12 25 15 00 0.0 0.2354
2016 12 25 16 00 0.0 0.08
2016 12 25 17 00 0.0 0.0023
2016 12 25 18 00 12.192 0.0
2016 12 25 19 00 0.0 0.0
2016 12 25 20 00 0.0 0.0
2016 12 25 21 00 0.0 0.0
2016 12 25 22 00 0.0 0.0
2016 12 25 23 00 0.0 0.0
2016 12 26 00 00 0.0 0.0
2016 12 26 01 00 0.0 0.0
2016 12 26 02 00 0.0 0.0
2016 12 26 03 00 0.0 0.0
2016 12 26 04 00 0.0 0.0
2016 12 26 05 00 0.0 0.0
2016 12 26 06 00 0.0 0.0
2016 12 26 07 00 0.0 0.0008
2016 12 26 08 00 0.0 0.0408
2016 12 26 09 00 0.0 0.1435
2016 12 26 10 00 0.0 0.1798
2016 12 26 11 00 0.0 0.2887
2016 12 26 12 00 0.0 0.3346
2016 12 26 13 00 0.0 0.3291
2016 12 26 14 00 0.0 0.2867
2016 12 26 15 00 0.0 0.1964
2016 12 26 16 00 0.0 0.0817
2016 12 26 17 00 0.0 0.0031
2016 12 26 18 00 0.0 0.0
2016 12 26 19 00 0.0 0.0
2016 12 26 20 00 0.0 0.0
2016 12 26 21 00 0.0 0.0
2016 12 26 22 00 0.0 0.0
2016 12 26 23 00 0.0 0.0
2016 12 27 00 00 0.0 0.0
2016 12 27 01 00 0.0 0.0
2016 12 27 02 00 0.0 0.0
2016 12 27 03 00 0.0 0.0
2016 12 27 04 00 0.0 0.0
2016 12 27 05 00 0.0 0.0
2016 12 27 06 00 0.0 0.0
2016 12 27 07 00 0.0 0.0006
2016 12 27 08 00 0.0 0.0278
2016 12 27 09 00 0.0 0.1186
2016 12 27 10 00 0.0 0.2247
2016 12 27 11 00 0.0 0.3227
2016 12 27 12 00 0.0 0.3792
2016 12 27 13 00 0.0 0.373
2016 12 27 14 00 0.0 0.3196
2016 12 27 15 00 0.0 0.2206
2016 12 27 16 00 0.0 0.0861
2016 12 27 17 00 0.0 0.0036
2016 12 27 18 00 0.0 0.0
2016 12 27 19 00 0.0 0.0
2016 12 27 20 00 0.0 0.0
2016 12 27 21 00 0.0 0.0
2016 12 27 22 00 0.0 0.0
2016 12 27 23 00 0.0 0.0
2016 12 28 00 00 0.0 0.0
2016 12 28 01 00 0.0 0.0
2016 12 28 02 00 0.0 0.0
2016 12 28 03 00 0.0 0.0
2016 12 28 04 00 0.0 0.0
2016 12 28 05 00 0.0 0.0
2016 12 28 06 00 0.0 0.0
2016 12 28 07 00 0.0 0.0005
2016 12 28 08 00 0.0 0.0176
2016 12 28 09 00 0.0 0.0537
2016 12 28 10 00 0.0 0.1504
2016 12 28 11 00 0.0 0.1409
2016 12 28 12 00 0.0 0.2152
2016 12 28 13 00 0.0 0.1516
2016 12 28 14 00 0.0 0.1227
2016 12 28 15 00 0.0 0.1023
2016 12 28 16 00 0.0 0.0349
2016 12 28 17 00 0.0 0.0021
2016 12 28 18 00 0.0 0.0
2016 12 28 19 00 0.0 0.0
2016 12 28 20 00 0.0 0.0
2016 12 28 21 00 0.0 0.0
2016 12 28 22 00 0.0 0.0
2016 12 28 23 00 0.0 0.0
2016 12 29 00 00 0.0 0.0
2016 12 29 01 00 0.0 0.0
2016 12 29 02 00 0.0 0.0
2016 12 29 03 00 0.0 0.0
2016 12 29 04 00 0.0 0.0
2016 12 29 05 00 0.0 0.0
2016 12 29 06 00 0.0 0.0
2016 12 29 07 00 0.0 0.0007
2016 12 29 08 00 0.0 0.0331
2016 12 29 09 00 0.0 0.1385
2016 12 29 10 00 0.0 0.2449
2016 12 29 11 00 0.0 0.3365
2016 12 29 12 00 0.0 0.3809
2016 12 29 13 00 0.0 0.3738
2016 12 29 14 00 0.0 0.3277
2016 12 29 15 00 0.0 0.2285
2016 12 29 16 00 0.0 0.0988
2016 12 29 17 00 0.0 0.0042
2016 12 29 18 00 0.0 0.0
2016 12 29 19 00 0.0 0.0
2016 12 29 20 00 0.0 0.0
2016 12 29 21 00 0.0 0.0
2016 12 29 22 00 0.0 0.0
2016 12 29 23 00 0.0 0.0
2016 12 30 00 00 0.0 0.0
2016 12 30 01 00 0.0 0.0
2016 12 30 02 00 0.0 0.0
2016 12 30 03 00 0.0 0.0
2016 12 30 04 00 0.0 0.0
2016 12 30 05 00 0.0 0.0
2016 12 30 06 00 0.0 0.0
2016 12 30 07 00 0.0 0.0008
2016 12 30 08 00 0.0 0.0185
2016 12 30 09 00 0.0 0.1085
2016 12 30 10 00 0.0 0.218
2016 12 30 11 00 0.0 0.313
2016 12 30 12 00 0.0 0.3824
2016 12 30 13 00 0.0 0.3851
2016 12 30 14 00 0.0 0.3869
2016 12 30 15 00 0.0 0.2858
2016 12 30 16 00 0.0 0.14
2016 12 30 17 00 0.0 0.0061
2016 12 30 18 00 0.0 0.0
2016 12 30 19 00 0.0 0.0
2016 12 30 20 00 0.0 0.0
2016 12 30 21 00 0.0 0.0
2016 12 30 22 00 0.0 0.0
2016 12 30 23 00 0.0 0.0
2016 12 31 00 00 0.0 0.0
2016 12 31 01 00 0.0 0.0
2016 12 31 02 00 0.0 0.0
2016 12 31 03 00 0.0 0.0
2016 12 31 04 00 0.0 0.0
2016 12 31 05 00 0.0 0.0
2016 12 31 06 00 0.0 0.0
2016 12 31 07 00 0.0 0.0006
2016 12 31 08 00 0.0 0.0302
2016 12 31 09 00 0.0 0.1287
2016 12 31 10 00 0.0 0.2272
2016 12 31 11 00 0.0 0.3036
2016 12 31 12 00 0.0 0.3484
2016 12 31 13 00 0.0 0.3451
2016 12 31 14 00 0.0 0.2988
2016 12 31 15 00 0.0 0.2169
2016 12 31 16 00 0.0 0.0941
2016 12 31 17 00 0.0 0.0042
2016 12 31 18 00 0.0 0.0
2016 12 31 19 00 0.0 0.0
2016 12 31 20 00 0.0 0.0
2016 12 31 21 00 0.0 0.0
2016 12 31 22 00 0.0 0.0
2016 12 31 23 00 0.0 0.0
2017 01 01 00 00 0.0 0.0
2017 01 01 01 00 0.0 0.0
2017 01 01 02 00 0.0 0.0
2017 01 01 03 00 0.0 0.0
2017 01 01 04 00 0.0 0.0
2017 01 01 05 00 0.0 0.0
2017 01 01 06 00 0.0 0.0
2017 01 01 07 00 0.0 0.0002
2017 01 01 08 00 0.0 0.0071
2017 01 01 09 00 0.0 0.0381
2017 01 01 10 00 0.0 0.0838
2017 01 01 11 00 0.0 0.1325
2017 01 01 12 00 0.0 0.1698
2017 01 01 13 00 0.0 0.1566
2017 01 01 14 00 0.0 0.183
2017 01 01 15 00 0.0 0.1985
2017 01 01 16 00 0.0 0.0839
2017 01 01 17 00 0.0 0.0039
2017 01 01 18 00 0.0 0.0
2017 01 01 19 00 0.0 0.0
2017 01 01 20 00 0.0 0.0
2017 01 01 21 00 0.0 0.0
2017 01 01 22 00 0.0 0.0
2017 01 01 23 00 0.0 0.0
2017 01 02 00 00 0.0 0.0
2017 01 02 01 00 0.0 0.0
2017 01 02 02 00 0.0 0.0
2017 01 02 03 00 0.0 0.0
2017 01 02 04 00 0.0 0.0
2017 01 02 05 00 0.0 0.0
2017 01 02 06 00 0.0 0.0
2017 01 02 07 00 0.0 0.0001
2017 01 02 08 00 0.0 0.004
2017 01 02 09 00 0.0 0.0185
2017 01 02 10 00 0.0 0.0479
2017 01 02 11 00 0.0 0.0694
2017 01 02 12 00 0.0 0.0742
2017 01 02 13 00 0.0 0.067
2017 01 02 14 00 0.0 0.0474
2017 01 02 15 00 0.0 0.0206
2017 01 02 16 00 0.0 0.0113
2017 01 02 17 00 0.0 0.0007
2017 01 02 18 00 0.0 0.0
2017 01 02 19 00 0.0 0.0
2017 01 02 20 00 0.0 0.0
2017 01 02 21 00 0.0 0.0
2017 01 02 22 00 0.0 0.0
2017 01 02 23 00 0.0 0.0
2017 01 03 00 00 0.0 0.0
2017 01 03 01 00 0.0 0.0
2017 01 03 02 00 0.0 0.0
2017 01 03 03 00 0.0 0.0
2017 01 03 04 00 0.0 0.0
2017 01 03 05 00 0.0 0.0
2017 01 03 06 00 0.0 0.0
2017 01 03 07 00 0.0 0.0004
2017 01 03 08 00 0.0 0.0209
2017 01 03 09 00 0.0 0.085
2017 01 03 10 00 0.0 0.1537
2017 01 03 11 00 0.0 0.1631
2017 01 03 12 00 0.0 0.1699
2017 01 03 13 00 0.0 0.2083
2017 01 03 14 00 0.0 0.1709
2017 01 03 15 00 0.0 0.1374
2017 01 03 16 00 0.0 0.0618
2017 01 03 17 00 0.0 0.0035
2017 01 03 18 00 0.0 0.0
2017 01 03 19 00 0.0 0.0
2017 01 03 20 00 0.0 0.0
2017 01 03 21 00 0.0 0.0
2017 01 03 22 00 0.0 0.0
2017 01 03 23 00 0.0 0.0
2017 01 04 00 00 0.0 0.0
2017 01 04 01 00 0.0 0.0
2017 01 04 02 00 0.0 0.0
2017 01 04 03 00 0.0 0.0
2017 01 04 04 00 0.0 0.0
2017 01 04 05 00 0.0 0.0
2017 01 04 06 00 0.0 0.0
2017 01 04 07 00 0.0 0.0002
2017 01 04 08 00 0.0 0.013
2017 01 04 09 00 0.0 0.0645
2017 01 04 10 00 0.0 0.0966
2017 01 04 11 00 0.0 0.1299
2017 01 04 12 00 0.0 0.0874
2017 01 04 13 00 0.0 0.0984
2017 01 04 14 00 0.0 0.095
2017 01 04 15 00 0.0 0.0521
2017 01 04 16 00 0.0 0.0173
2017 01 04 17 00 0.0 0.0008
2017 01 04 18 00 0.0 0.0
2017 01 04 19 00 0.0 0.0
2017 01 04 20 00 0.0 0.0
2017 01 04 21 00 0.0 0.0
2017 01 04 22 00 0.0 0.0
2017 01 04 23 00 0.0 0.0
2017 01 05 00 00 0.0 0.0
2017 01 05 01 00 0.0 0.0
2017 01 05 02 00 0.0 0.0
2017 01 05 03 00 0.0 0.0
2017 01 05 04 00 0.0 0.0
2017 01 05 05 00 0.0 0.0
2017 01 05 06 00 0.0 0.0
2017 01 05 07 00 0.0 0.0001
2017 01 05 08 00 0.0 0.0085
2017 01 05 09 00 0.0 0.0346
2017 01 05 10 00 0.0 0.075
2017 01 05 11 00 0.0 0.0903
2017 01 05 12 00 0.0 0.1206
2017 01 05 13 00 0.0 0.1187
2017 01 05 14 00 0.0 0.0688
2017 01 05 15 00 0.0 0.0448
2017 01 05 16 00 0.0 0.017
2017 01 05 17 00 0.0 0.0012
2017 01 05 18 00 0.0 0.0
2017 01 05 19 00 0.0 0.0
2017 01 05 20 00 0.0 0.0
2017 01 05 21 00 0.0 0.0
2017 01 05 22 00 0.0 0.0
2017 01 05 23 00 0.0 0.0
2017 01 06 00 00 0.0 0.0
2017 01 06 01 00 0.0 0.0
2017 01 06 02 00 0.0 0.0
2017 01 06 03 00 0.0 0.0
2017 01 06 04 00 0.0 0.0
2017 01 06 05 00 0.0 0.0
2017 01 06 06 00 0.0 0.0
2017 01 06 07 00 0.0 0.0001
2017 01 06 08 00 0.0 0.0086
2017 01 06 09 00 0.0 0.0574
2017 01 06 10 00 0.0 0.1094
2017 01 06 11 00 0.0 0.1568
2017 01 06 12 00 0.0 0.1925
2017 01 06 13 00 0.0 0.2082
2017 01 06 14 00 0.0 0.1887
2017 01 06 15 00 0.0 0.1346
2017 01 06 16 00 0.0 0.0634
2017 01 06 17 00 0.0 0.0045
2017 01 06 18 00 0.0 0.0
2017 01 06 19 00 0.0 0.0
2017 01 06 20 00 0.0 0.0
2017 01 06 21 00 0.0 0.0
2017 01 06 22 00 0.0 0.0
2017 01 06 23 00 0.0 0.0
2017 01 07 00 00 0.0 0.0
2017 01 07 01 00 0.0 0.0
2017 01 07 02 00 0.0 0.0
2017 01 07 03 00 0.0 0.0
2017 01 07 04 00 0.0 0.0
2017 01 07 05 00 0.0 0.0
2017 01 07 06 00 0.0 0.0
2017 01 07 07 00 0.0 0.0003
2017 01 07 08 00 0.0 0.0152
2017 01 07 09 00 0.0 0.0696
2017 01 07 10 00 0.0 0.1392
2017 01 07 11 00 0.0 0.193
2017 01 07 12 00 0.0 0.2357
2017 01 07 13 00 0.0 0.2413
2017 01 07 14 00 0.0 0.2107
2017 01 07 15 00 0.0 0.1529
2017 01 07 16 00 0.0 0.07
2017 01 07 17 00 0.0 0.0039
2017 01 07 18 00 0.0 0.0
2017 01 07 19 00 0.0 0.0
2017 01 07 20 00 0.0 0.0
2017 01 07 21 00 0.0 0.0
2017 01 07 22 00 0.0 0.0
2017 01 07 23 00 0.0 0.0
2017 01 08 00 00 0.0 0.0
2017 01 08 01 00 0.0 0.0
2017 01 08 02 00 0.0 0.0
2017 01 08 03 00 0.0 0.0
2017 01 08 04 00 0.0 0.0
2017 01 08 05 00 0.0 0.0
2017 01 08 06 00 0.0 0.0
2017 01 08 07 00 0.0 0.0002
2017 01 08 08 00 0.0 0.0257
2017 01 08 09 00 0.0 0.0703
2017 01 08 10 00 0.0 0.1625
2017 01 08 11 00 0.0 0.2413
2017 01 08 12 00 0.0 0.2765
2017 01 08 13 00 0.0 0.2694
2017 01 08 14 00 0.0 0.2132
2017 01 08 15 00 0.0 0.1907
2017 01 08 16 00 0.0 0.0522
2017 01 08 17 00 0.0 0.0068
2017 01 08 18 00 0.0 0.0
2017 01 08 19 00 0.0 0.0
2017 01 08 20 00 0.0 0.0
2017 01 08 21 00 0.0 0.0
2017 01 08 22 00 0.0 0.0
2017 01 08 23 00 0.0 0.0
2017 01 09 00 00 0.0 0.0
2017 01 09 01 00 0.0 0.0
2017 01 09 02 00 0.0 0.0
2017 01 09 03 00 0.0 0.0
2017 01 09 04 00 0.0 0.0
2017 01 09 05 00 0.0 0.0
2017 01 09 06 00 0.0 0.0
2017 01 09 07 00 0.0 0.0003
2017 01 09 08 00 0.0 0.0209
2017 01 09 09 00 0.0 0.0943
2017 01 09 10 00 0.0 0.1089
2017 01 09 11 00 0.0 0.2043
2017 01 09 12 00 0.0 0.17
2017 01 09 13 00 0.0 0.1739
2017 01 09 14 00 0.0 0.1461
2017 01 09 15 00 0.0 0.0944
2017 01 09 16 00 0.0 0.0457
2017 01 09 17 00 0.0 0.004
2017 01 09 18 00 0.0 0.0
2017 01 09 19 00 0.0 0.0
2017 01 09 20 00 0.0 0.0
2017 01 09 21 00 0.0 0.0
2017 01 09 22 00 0.0 0.0
2017 01 09 23 00 0.0 0.0
2017 01 10 00 00 0.0 0.0
2017 01 10 01 00 0.0 0.0
2017 01 10 02 00 0.0 0.0
2017 01 10 03 00 0.0 0.0
2017 01 10 04 00 0.0 0.0
2017 01 10 05 00 0.254 0.0
2017 01 10 06 00 0.0 0.0
2017 01 10 07 00 0.0 0.0005
2017 01 10 08 00 0.762 0.0363
2017 01 10 09 00 0.0 0.1403
2017 01 10 10 00 0.0 0.2401
2017 01 10 11 00 0.0 0.3283
2017 01 10 12 00 0.0 0.3772
2017 01 10 13 00 0.0 0.3839
2017 01 10 14 00 0.0 0.348
2017 01 10 15 00 0.0 0.2541
2017 01 10 16 00 0.0 0.0806
2017 01 10 17 00 0.0 0.0054
2017 01 10 18 00 0.0 0.0
2017 01 10 19 00 0.0 0.0
2017 01 10 20 00 0.0 0.0
2017 01 10 21 00 0.0 0.0
2017 01 10 22 00 0.0 0.0
2017 01 10 23 00 0.0 0.0
2017 01 11 00 00 0.0 0.0
2017 01 11 01 00 0.0 0.0
2017 01 11 02 00 0.0 0.0
2017 01 11 03 00 0.0 0.0
2017 01 11 04 00 0.0 0.0
2017 01 11 05 00 0.0 0.0
2017 01 11 06 00 0.0 0.0
2017 01 11 07 00 0.0 0.0004
2017 01 11 08 00 0.0 0.0291
2017 01 11 09 00 0.0 0.0804
2017 01 11 10 00 0.0 0.1496
2017 01 11 11 00 0.0 0.2184
2017 01 11 12 00 0.0 0.2486
2017 01 11 13 00 0.0 0.252
2017 01 11 14 00 0.0 0.2146
2017 01 11 15 00 0.0 0.1508
2017 01 11 16 00 0.0 0.0732
2017 01 11 17 00 0.0 0.0064
2017 01 11 18 00 0.0 0.0
2017 01 11 19 00 0.0 0.0
2017 01 11 20 00 0.0 0.0
2017 01 11 21 00 0.0 0.0
2017 01 11 22 00 0.0 0.0
2017 01 11 23 00 0.0 0.0
2017 01 12 00 00 0.0 0.0
2017 01 12 01 00 0.0 0.0
2017 01 12 02 00 0.0 0.0
2017 01 12 03 00 0.0 0.0
2017 01 12 04 00 0.0 0.0
2017 01 12 05 00 0.0 0.0
2017 01 12 06 00 0.0 0.0
2017 01 12 07 00 0.0 0.0004
2017 01 12 08 00 0.0 0.0226
2017 01 12 09 00 0.0 0.0848
2017 01 12 10 00 0.0 0.0946
2017 01 12 11 00 0.0 0.0996
2017 01 12 12 00 0.0 0.1261
2017 01 12 13 00 0.0 0.162
2017 01 12 14 00 0.0 0.0892
2017 01 12 15 00 0.0 0.0414
2017 01 12 16 00 0.0 0.0215
2017 01 12 17 00 0.0 0.0027
2017 01 12 18 00 0.0 0.0
2017 01 12 19 00 0.0 0.0
2017 01 12 20 00 0.0 0.0
2017 01 12 21 00 0.0 0.0
2017 01 12 22 00 0.0 0.0
2017 01 12 23 00 0.0 0.0
2017 01 13 00 00 0.0 0.0
2017 01 13 01 00 0.0 0.0
2017 01 13 02 00 0.0 0.0
2017 01 13 03 00 0.0 0.0
2017 01 13 04 00 0.0 0.0
2017 01 13 05 00 0.0 0.0
2017 01 13 06 00 0.0 0.0
2017 01 13 07 00 0.0 0.0002
2017 01 13 08 00 0.0 0.0141
2017 01 13 09 00 0.0 0.0443
2017 01 13 10 00 0.0 0.0763
2017 01 13 11 00 0.0 0.1166
2017 01 13 12 00 0.0 0.1644
2017 01 13 13 00 0.0 0.2363
2017 01 13 14 00 0.0 0.1765
2017 01 13 15 00 0.0 0.0831
2017 01 13 16 00 0.0 0.0382
2017 01 13 17 00 0.0 0.0037
2017 01 13 18 00 0.0 0.0
2017 01 13 19 00 0.0 0.0
2017 01 13 20 00 0.0 0.0
2017 01 13 21 00 0.0 0.0
2017 01 13 22 00 0.0 0.0
2017 01 13 23 00 0.0 0.0
2017 01 14 00 00 0.0 0.0
2017 01 14 01 00 0.0 0.0
2017 01 14 02 00 0.0 0.0
2017 01 14 03 00 0.0 0.0
2017 01 14 04 00 0.0 0.0
2017 01 14 05 00 0.0 0.0
2017 01 14 06 00 0.0 0.0
2017 01 14 07 00 0.0 0.0002
2017 01 14 08 00 0.0 0.0087
2017 01 14 09 00 0.0 0.0504
2017 01 14 10 00 0.0 0.1666
2017 01 14 11 00 0.0 0.1598
2017 01 14 12 00 0.0 0.2229
2017 01 14 13 00 0.0 0.2759
2017 01 14 14 00 0.0 0.2027
2017 01 14 15 00 0.0 0.0779
2017 01 14 16 00 0.0 0.0256
2017 01 14 17 00 0.0 0.0037
2017 01 14 18 00 0.0 0.0
2017 01 14 19 00 0.0 0.0
2017 01 14 20 00 0.0 0.0
2017 01 14 21 00 0.0 0.0
2017 01 14 22 00 0.0 0.0
2017 01 14 23 00 0.0 0.0
2017 01 15 00 00 0.0 0.0
2017 01 15 01 00 0.0 0.0
2017 01 15 02 00 0.0 0.0
2017 01 15 03 00 0.0 0.0
2017 01 15 04 00 0.0 0.0
2017 01 15 05 00 0.0 0.0
2017 01 15 06 00 0.0 0.0
2017 01 15 07 00 0.0 0.0001
2017 01 15 08 00 0.0 0.0026
2017 01 15 09 00 0.0 0.0114
2017 01 15 10 00 0.0 0.0217
2017 01 15 11 00 0.0 0.0486
2017 01 15 12 00 0.0 0.0404
2017 01 15 13 00 0.0 0.0344
2017 01 15 14 00 0.0 0.035
2017 01 15 15 00 0.0 0.017
2017 01 15 16 00 0.0 0.0057
2017 01 15 17 00 0.0 0.0011
2017 01 15 18 00 1.016 0.0
2017 01 15 19 00 0.254 0.0
2017 01 15 20 00 0.508 0.0
2017 01 15 21 00 0.0 0.0
2017 01 15 22 00 0.0 0.0
2017 01 15 23 00 0.0 0.0
2017 01 16 00 00 0.0 0.0
2017 01 16 01 00 0.0 0.0
2017 01 16 02 00 0.0 0.0
2017 01 16 03 00 0.0 0.0
2017 01 16 04 00 0.0 0.0
2017 01 16 05 00 0.0 0.0
2017 01 16 06 00 0.0 0.0
2017 01 16 07 00 0.0 0.0001
2017 01 16 08 00 0.0 0.003
2017 01 16 09 00 0.0 0.0217
2017 01 16 10 00 0.0 0.0521
2017 01 16 11 00 0.0 0.0544
2017 01 16 12 00 1.016 0.0675
2017 01 16 13 00 18.796 0.0724
2017 01 16 14 00 2.032 0.0841
2017 01 16 15 00 1.778 0.0625
2017 01 16 16 00 1.524 0.03
2017 01 16 17 00 1.27 0.0024
2017 01 16 18 00 1.016 0.0
2017 01 16 19 00 0.762 0.0
2017 01 16 20 00 0.0 0.0
2017 01 16 21 00 0.0 0.0
2017 01 16 22 00 0.0 0.0
2017 01 16 23 00 0.0 0.0
2017 01 17 00 00 0.0 0.0
2017 01 17 01 00 0.0 0.0
2017 01 17 02 00 0.0 0.0
2017 01 17 03 00 0.0 0.0
2017 01 17 04 00 0.0 0.0
2017 01 17 05 00 0.0 0.0
2017 01 17 06 00 0.0 0.0
2017 01 17 07 00 0.0 0.0008
2017 01 17 08 00 0.0 0.0481
2017 01 17 09 00 1.016 0.1666
2017 01 17 10 00 0.762 0.2544
2017 01 17 11 00 0.254 0.2768
2017 01 17 12 00 0.0 0.2933
2017 01 17 13 00 0.0 0.3326
2017 01 17 14 00 0.0 0.3202
2017 01 17 15 00 0.0 0.2513
2017 01 17 16 00 0.0 0.1375
2017 01 17 17 00 0.0 0.0189
2017 01 17 18 00 0.0 0.0
2017 01 17 19 00 0.0 0.0
2017 01 17 20 00 0.0 0.0
2017 01 17 21 00 0.0 0.0
2017 01 17 22 00 0.0 0.0
2017 01 17 23 00 0.0 0.0
2017 01 18 00 00 0.0 0.0
2017 01 18 01 00 0.0 0.0
2017 01 18 02 00 0.0 0.0
2017 01 18 03 00 0.0 0.0
2017 01 18 04 00 0.0 0.0
2017 01 18 05 00 0.0 0.0
2017 01 18 06 00 0.0 0.0
2017 01 18 07 00 0.0 0.0012
2017 01 18 08 00 0.0 0.0222
2017 01 18 09 00 0.0 0.0682
2017 01 18 10 00 0.0 0.216
2017 01 18 11 00 0.0 0.2516
2017 01 18 12 00 0.0 0.3761
2017 01 18 13 00 0.0 0.4142
2017 01 18 14 00 0.0 0.3952
2017 01 18 15 00 0.0 0.2569
2017 01 18 16 00 0.0 0.1209
2017 01 18 17 00 0.0 0.0093
2017 01 18 18 00 0.0 0.0
2017 01 18 19 00 0.0 0.0
2017 01 18 20 00 0.0 0.0
2017 01 18 21 00 0.0 0.0
2017 01 18 22 00 0.0 0.0
2017 01 18 23 00 0.0 0.0
2017 01 19 00 00 0.0 0.0
2017 01 19 01 00 0.0 0.0
2017 01 19 02 00 0.0 0.0
2017 01 19 03 00 0.0 0.0
2017 01 19 04 00 0.0 0.0
2017 01 19 05 00 0.0 0.0
2017 01 19 06 00 0.0 0.0
2017 01 19 07 00 0.0 0.0001
2017 01 19 08 00 0.0 0.0043
2017 01 19 09 00 0.0 0.0163
2017 01 19 10 00 0.0 0.0355
2017 01 19 11 00 0.0 0.0522
2017 01 19 12 00 0.0 0.0831
2017 01 19 13 00 0.0 0.0504
2017 01 19 14 00 0.0 0.0316
2017 01 19 15 00 0.0 0.0198
2017 01 19 16 00 0.0 0.0096
2017 01 19 17 00 0.0 0.0019
2017 01 19 18 00 0.0 0.0
2017 01 19 19 00 0.0 0.0
2017 01 19 20 00 0.0 0.0
2017 01 19 21 00 0.0 0.0
2017 01 19 22 00 0.0 0.0
2017 01 19 23 00 0.0 0.0
2017 01 20 00 00 0.0 0.0
2017 01 20 01 00 0.0 0.0
2017 01 20 02 00 0.0 0.0
2017 01 20 03 00 0.0 0.0
2017 01 20 04 00 0.0 0.0
2017 01 20 05 00 0.0 0.0
2017 01 20 06 00 0.0 0.0
2017 01 20 07 00 0.254 0.0001
2017 01 20 08 00 0.0 0.0033
2017 01 20 09 00 0.0 0.0097
2017 01 20 10 00 0.254 0.0281
2017 01 20 11 00 0.0 0.0336
2017 01 20 12 00 0.254 0.032
2017 01 20 13 00 0.0 0.0358
2017 01 20 14 00 0.254 0.0295
2017 01 20 15 00 0.254 0.0569
2017 01 20 16 00 0.0 0.0845
2017 01 20 17 00 0.0 0.0018
2017 01 20 18 00 0.0 0.0
2017 01 20 19 00 0.0 0.0
2017 01 20 20 00 0.0 0.0
2017 01 20 21 00 0.0 0.0
2017 01 20 22 00 0.0 0.0
2017 01 20 23 00 0.0 0.0
2017 01 21 00 00 0.0 0.0
2017 01 21 01 00 0.0 0.0
2017 01 21 02 00 0.0 0.0
2017 01 21 03 00 0.0 0.0
2017 01 21 04 00 0.0 0.0
2017 01 21 05 00 0.0 0.0
2017 01 21 06 00 0.0 0.0
2017 01 21 07 00 0.0 0.002
2017 01 21 08 00 0.0 0.071
2017 01 21 09 00 0.0 0.1901
2017 01 21 10 00 0.0 0.2899
2017 01 21 11 00 0.0 0.3841
2017 01 21 12 00 0.0 0.4338
2017 01 21 13 00 0.0 0.4573
2017 01 21 14 00 0.0 0.413
2017 01 21 15 00 0.0 0.2648
2017 01 21 16 00 0.0 0.1779
2017 01 21 17 00 0.0 0.025
2017 01 21 18 00 0.0 0.0
2017 01 21 19 00 0.0 0.0
2017 01 21 20 00 0.0 0.0
2017 01 21 21 00 0.0 0.0
2017 01 21 22 00 0.0 0.0
2017 01 21 23 00 0.0 0.0
2017 01 22 00 00 0.0 0.0
2017 01 22 01 00 0.0 0.0
2017 01 22 02 00 0.0 0.0
2017 01 22 03 00 0.0 0.0
2017 01 22 04 00 0.0 0.0
2017 01 22 05 00 0.0 0.0
2017 01 22 06 00 0.0 0.0
2017 01 22 07 00 0.0 0.0009
2017 01 22 08 00 0.0 0.0563
2017 01 22 09 00 0.0 0.1212
2017 01 22 10 00 0.0 0.273
2017 01 22 11 00 0.0 0.3754
2017 01 22 12 00 0.0 0.4288
2017 01 22 13 00 0.0 0.4459
2017 01 22 14 00 0.0 0.398
2017 01 22 15 00 0.0 0.3028
2017 01 22 16 00 0.0 0.1706
2017 01 22 17 00 0.0 0.0289
2017 01 22 18 00 0.0 0.0
2017 01 22 19 00 0.0 0.0
2017 01 22 20 00 0.0 0.0
2017 01 22 21 00 0.0 0.0
2017 01 22 22 00 0.0 0.0
2017 01 22 23 00 0.0 0.0
2017 01 23 00 00 0.0 0.0
2017 01 23 01 00 0.0 0.0
2017 01 23 02 00 0.0 0.0
2017 01 23 03 00 0.0 0.0
2017 01 23 04 00 0.0 0.0
2017 01 23 05 00 0.0 0.0
2017 01 23 06 00 0.0 0.0
2017 01 23 07 00 0.0 0.0012
2017 01 23 08 00 0.0 0.0521
2017 01 23 09 00 0.0 0.1549
2017 01 23 10 00 0.0 0.2506
2017 01 23 11 00 0.0 0.3462
2017 01 23 12 00 0.0 0.4283
2017 01 23 13 00 0.0 0.4621
2017 01 23 14 00 0.0 0.4112
2017 01 23 15 00 0.0 0.3119
2017 01 23 16 00 0.0 0.1711
2017 01 23 17 00 0.0 0.0288
2017 01 23 18 00 0.0 0.0
2017 01 23 19 00 0.0 0.0
2017 01 23 20 00 0.0 0.0
2017 01 23 21 00 0.0 0.0
2017 01 23 22 00 0.0 0.0
2017 01 23 23 00 0.0 0.0
2017 01 24 00 00 0.0 0.0
2017 01 24 01 00 0.0 0.0
2017 01 24 02 00 0.0 0.0
2017 01 24 03 00 0.0 0.0
