Time,precipitation,potential_evapotranspiration,actual_evapotranspiration,surface_runoff,giuh_runoff,soil_storage,total_discharge,infiltration,percolation,mass_balance
2016-10-01 00:00:00,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.178650130976797,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2016-10-01 00:05:00,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.178650130976797,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2016-10-01 00:10:00,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.178650130976797,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2016-10-01 00:15:00,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.178650130976797,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2016-10-01 00:20:00,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.178650130976797,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2016-10-01 00:25:00,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.178650130976797,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2016-10-01 00:30:00,0.004166666666667,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.182816797643464,0.000000000000000,0.004166666666667,0.000000000000000,-0.000000000000000
2016-10-01 00:35:00,0.004166666666667,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.186983464310130,0.000000000000000,0.004166666666667,0.000000000000000,0.000000000000000
2016-10-01 00:40:00,0.004166666666667,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.191150130976797,0.000000000000000,0.004166666666667,0.000000000000000,0.000000000000000
2016-10-01 00:45:00,0.004166666666667,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.195316797643464,0.000000000000000,0.004166666666667,0.000000000000000,0.000000000000000
2016-10-01 00:50:00,0.004166666666667,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.199483464310131,0.000000000000000,0.004166666666667,0.000000000000000,0.000000000000000
2016-10-01 00:55:00,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.199483464310131,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2016-10-01 01:00:00,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.199483464310131,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2016-10-01 01:05:00,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.199483464310131,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
